measurement_id,depth_reading_time,water_temperature_50m,salinity_50m,oxygen_saturation_50m,perceived_water_density,sediment_deposition,seafloor_pressure,plankton_density,microplankton_density,mesoplankton_density,macroplankton_density,dissolved_gas_pressure,current_velocity_near_surface,current_velocity_deep,current_direction_near_surface,current_direction_deep,current_turbulence,sediment_temperature_0_to_10cm,sediment_temperature_10_to_30cm,sediment_temperature_30_to_100cm,sediment_temperature_100_to_250cm,sediment_porosity_0_to_10cm,sediment_porosity_10_to_30cm,sediment_porosity_30_to_100cm,sediment_porosity_100_to_250cm,blue_light_penetration,downwelling_light,scattered_light,perpendicular_light_intensity,thermal_emissions,is_photic_zone,photoperiod_intensity,chlorophyll_a_concentration (mg m-3),nitrate_concentration (µmol L-1),phosphate_concentration (µmol L-1),silicate_concentration (µmol L-1),total_alkalinity (µmol kg-1),dissolved_inorganic_carbon (µmol kg-1),pH,partial_pressure_CO2 (µatm),aragonite_saturation_state,sea_surface_height_anomaly (cm),significant_wave_height (m),bottom_current_shear_stress (Pa),sound_speed_water (m s-1),acoustic_backscatter_intensity (dB),turbidity (NTU),light_attenuation_coefficient_Kd (m⁻¹),bioluminescence_intensity (photons cm-2 s-1),Brunt_Vaisala_frequency_squared (s-2),mixed_layer_depth (m),hydrostatic_pressure
2202,2022-04-02 17:00:00,297.95,12.7,"23,2","29,4",,0.9857,64.0,22.0,23.0,100.0,"0,28",,,129.0,123.0,"13,7",299.04999999999995,299.35,298.65,298.54999999999995,"0,323","0,314","0,298","0,31",123.0,,72.0,"174,1","401,4",1.0,57.02933333333333,3.00437029353606,4.034293631771993,0.23169247731703407,4.083162920007912,2204.4501059291724,2046.0017923914193,8.080728577843502,426.39352962031614,2.6782337094151174,9.101140215419502,1.8909459474864219,,1485.0997326094193,-66.35624410619555,6.180403992945736,0.6851647598213808,278.83432901100514,3.180008764795271e-05,10.0,1.0097
4384,2022-07-02 15:00:00,,14.8,,"31,3",1,0.9835,,,25.0,87.0,"0,57",,6.75,156.0,151.0,,300.54999999999995,298.15,297.75,298.35,,"0,227",,"0,287",335.0,183.0,,"292,8","826,9",1.0,60.0,,5.618195535473849,0.35591115212190727,5.16137123528129,2216.183535606413,2028.506527076706,8.061590965969634,408.50349382943267,,-9.996715128222238,1.3846393368286818,0.0003890565401225179,1491.3090387110556,-79.48135113921424,0.6794650229528487,0.12757409151894658,4.7587923926368845,0.00015933326410833885,,1.0073
701,2022-01-30 04:00:00,296.54999999999995,,,"26,6",,,66.0,23.0,25.0,100.0,,6.75,10.2,331.0,323.0,"14,8",296.35,298.25,298.54999999999995,298.54999999999995,"0,294","0,282","0,24","0,294",,0.0,0.0,0,0,0.0,,3.2207899097668484,3.8769053650212766,0.25474979723183044,3.905405214650364,2219.074787191764,2094.8284592499112,8.201006713009543,364.79537402898654,2.823872620369278,4.16921022312417,,0.04498440581309662,1490.317108641653,-61.440353175461276,5.483067437910903,0.6791370223594269,44952239.3399909,5.235445235201457e-05,32.38986917666277,1.0102
16314,2023-11-11 17:00:00,,,"22,7","29,2",,0.9875,100.0,100.0,,40.0,"0,32",3.075,3.825,225.0,231.0,"12,2",300.65,301.45,,299.15,"0,192","0,095","0,112","0,211",128.0,45.0,83.0,"177,1","354,6",,58.541,1.7131287030640499,4.821599578047674,0.32124831514132324,5.364977404656738,2183.326008871518,,,,,-5.945194038775753,0.20286730378003945,0.02268953226609636,,-65.35247436810866,3.9472310366709307,0.48926522726448485,2680.2196592141486,4.3608274315384664e-05,87.48462061916824,1.0115
18613,2024-02-15 12:00:00,,16.6,"23,6","33,5",0.7,0.988,84.0,,40.0,49.0,"0,8",5.699999999999999,7.050000000000001,185.0,187.0,,,299.75,299.15,299.15,"0,251","0,25","0,276","0,321",721.0,544.0,177.0,"550,3","1386,8",1.0,60.0,3.301794388893658,4.846622413551739,0.32919658689837483,,2212.5900765114,,,,,4.556193647012229,1.4754229857874326,0.0148380762451809,1495.7431733176832,-71.78396375517235,5.503034631133815,0.7127391971721522,8311.989690779856,9.549309491710773e-05,22.88043297392498,1.0118
17402,2023-12-27 01:00:00,296.85,14.2,"21,3","27,5",0,0.9893,33.0,,,,"0,4",4.35,5.175000000000001,338.0,,"7,2",297.85,300.25,299.85,299.35,"0,127","0,136",,"0,206",0.0,0.0,0.0,,0,0.0,0.0,2.73974047922255,3.4282592805053635,0.21835722983841635,,2230.1440260853374,2054.425738850754,8.177904719262553,,,4.4262924544654165,0.7736601003179988,0.038457033282452494,1509.593018279319,-68.60693998969197,4.887905579001709,0.6328824612327296,,4.256917439692559e-05,,1.0134
12886,2023-06-21 21:00:00,,13.900000000000002,22,"28,6",,,0.0,0.0,0.0,0.0,"0,4",3.45,5.775,141.0,139.0,"6,1",297.85,299.45,298.65,298.65,"0,194","0,183","0,133","0,255",0.0,,0.0,0,0,0.0,0.0,,6.226233955229971,0.3873790198079039,6.623626695280572,2212.717255965135,,,,,-4.431904152229597,1.0873814754097006,0.006803656760302139,1493.5383911246126,-79.74102028873412,0.9387044300367091,0.15138193794753685,1293.7281219322163,7.991583569510064e-05,37.55342645978318,1.0134
3694,2022-06-03 21:00:00,296.85,,,,0,0.9879,38.0,,,,"0,25",2.475,1.7999999999999998,354.0,,"4,7",,299.15,298.54999999999995,298.65,"0,258","0,269","0,255","0,295",0.0,0.0,0.0,0,,0.0,0.0,0.7717139730963148,5.5151405739269475,,5.547135949849118,2219.011933558088,,8.16153685284251,389.2026742824867,2.7651565145849912,1.4707864000416069,0.9081972916948664,0.02992270472962888,1499.2333320450882,-71.24585502860575,1.8164674707505861,0.2800090365826818,11225.422130393616,0.00011695419515753167,30.272083994146065,1.012
6386,2022-09-24 01:00:00,295.75,10.900000000000002,"22,1","27,1","1,7",0.9878,100.0,100.0,5.0,,"0,08",,4.35,264.0,274.0,"6,8",296.95,,298.15,298.04999999999995,"0,353","0,336","0,252","0,255",,0.0,0.0,0,0,0.0,0.0,0.01,6.439107623474295,0.4096894404414792,6.53970640982412,2189.6389264447807,2092.043310997391,8.125802455221548,385.2673481097445,2.6951915553854158,-12.24130033698371,0.1,0.010163440551740574,1498.6486263862307,-77.16389883266883,0.7172493094891252,0.1295394569318305,,0.00015828444426307386,84.91085391782978,1.012
4030,,,13.6,"22,3","29,4",0,0.9881,37.0,4.0,6.0,100.0,"0,37",0.5249999999999999,1.7999999999999998,360.0,207.0,,297.65,298.54999999999995,298.25,298.54999999999995,"0,275","0,287",,"0,29",0.0,0.0,0.0,0,,0.0,0.0,1.2395942323671958,5.263311687175182,0.3549940294930482,4.817355367181385,2204.716820493825,,,,,3.442105941284634,0.7940588867446167,0.005262106373188235,1496.3214288932306,-66.80086534938962,3.536498391741996,0.36712099284300603,,0.00016512956376430675,36.90082958978089,1.0122
15954,2023-10-27 17:00:00,,19.0,"20,8","29,4",,0.987,9.0,7.0,5.0,0.0,"1,05",,,,207.0,"24,1",,301.25,300.15,,,,"0,116","0,215",158.0,98.0,60.0,395,"343,6",1.0,,0.752502509860828,5.793527631576117,0.356963981588416,5.331143350883458,,,,,,-11.654062339553683,0.1,0.007562807065835562,1503.1032438452735,-67.49783027424559,2.3553107575402747,0.27091246618823234,808.180028178979,0.00019516097268125566,85.45502210937586,1.0108
3996,2022-06-16 11:00:00,300.54999999999995,16.900000000000002,23,"32,8","0,1",0.9873,,34.0,3.0,11.0,"0,83",4.875,,,185.0,,300.95,,298.25,298.65,,"0,267","0,272","0,291",692.0,,145.0,"672,6",1078,1.0,60.0,0.01,4.972907216003594,,5.488197333938046,2197.6344822168458,1994.622478419022,7.901381491611825,,2.298396614613768,-1.4941783568233578,1.3360259602102547,0.02466343810575892,1516.505263140071,-80.9736661873173,1.1390555406511544,0.15403820580190491,11.060404696458944,9.188732882686493e-05,,1.0111
14712,2023-09-05 23:00:00,,14.8,,"23,2",0,0.9903,,19.0,0.0,98.0,"0,39",1.65,2.475,9.0,77.0,"2,5",295.25,298.54999999999995,298.15,297.95,"0,064","0,084","0,153","0,233",0.0,,0.0,0,0,0.0,0.0,0.01,5.597756528923852,,5.3669025313606005,2195.8946942937487,2073.1822221661737,8.3,350.04767561485187,2.9947271113754343,-7.117691820382819,0.1,0.054647208608676244,,-82.50669246914795,1.8793068051254922,0.20512597068705948,5494.019050463201,0.0002165988952519217,94.40912579486286,1.0147
1315,2022-02-24 18:00:00,,13.3,"22,8","29,3","0,1",0.9865,54.0,21.0,,100.0,"0,33",,7.875,261.0,248.0,"17,6",299.85,299.65,298.54999999999995,,"0,261",,,"0,291",,18.0,37.0,"114,8","158,9",1.0,18.136333333333333,4.129340667111309,3.19603963742831,0.1887285332445282,,2175.387282285971,,,,,-1.452906716713394,1.6775840731694394,0.02192752401787586,1502.2476329942451,-60.26721286298581,6.95849113844624,0.8724957684672185,9592.542248777958,4.298604154821056e-05,23.33232393410889,1.0105
10490,2023-03-14 01:00:00,295.35,13.6,"20,1","25,4",0,0.9855,46.0,,11.0,97.0,,,,333.0,,,296.54999999999995,299.35,298.65,298.15,,"0,195","0,208",,0.0,0.0,0.0,0,0,0.0,0.0,2.7519321283793556,4.204813229168938,0.2611065903937189,4.940611845673012,2178.747475001095,2080.12747028398,8.173770819292633,379.0404026950106,2.6718887005903245,10.652559344231829,2.044111838076749,0.029772058337807956,1493.6868351769783,-65.70516541276402,4.758513966191357,,442646.92037596443,0.0001754483421825813,11.001344247916158,1.0097
765,2022-02-01 20:00:00,,12.7,"22,8",29,0,0.9855,79.0,37.0,26.0,100.0,"0,28",4.050000000000001,5.550000000000001,53.0,104.0,"10,1",298.25,299.25,298.54999999999995,298.54999999999995,"0,299","0,288","0,246",,0.0,0.0,0.0,0,,,0.0,2.4287573781365577,5.0796560853072386,0.3097933204228637,5.168021978214303,2211.511144119731,2045.3308007454293,8.188951963070686,390.35800530540695,,-6.017000316890263,1.4871942555814517,0.04732807861410684,1499.3085849750967,-65.41926542256094,5.766032972979685,0.647117375392923,123534.52610935306,,27.111547055669078,1.0095
10245,2023-03-03 20:00:00,,,"21,3","28,1",0,,35.0,6.0,1.0,98.0,"0,53",,9.525,329.0,,"10,4",298.95,298.95,297.85,298.15,"0,267","0,28","0,343","0,337",0.0,0.0,,0,,0.0,0.0,3.2639180197028157,3.497785235386805,0.23137805759607427,,2216.393054608411,2037.3346546884693,8.197161179133968,370.0111027398827,2.8071619024929477,17.356694519121028,,0.016891709349010686,1494.1903794263976,-66.01876258007142,5.4577613769752995,0.669639189574421,63131.592827184606,3.30435709515824e-05,13.303989267640006,1.0132
4343,2022-06-30 22:00:00,295.45,13.6,"20,3","25,2",,,,2.0,1.0,98.0,"0,32",6.15,7.574999999999999,,94.0,"9,7",,298.04999999999995,297.75,298.45,"0,224","0,24","0,257","0,288",0.0,0.0,0.0,0,0,0.0,0.0,0.408033088081086,,,5.321060482424591,2211.185629195572,2076.485365170044,,373.63106195575403,,,0.9458000386424331,0.032847283725979295,,-78.03889598505853,1.2265514070994925,0.19074009203088016,,0.0001406197111168249,54.191516470502755,1.0112
759,2022-02-01 14:00:00,299.95,16.6,"22,7","30,8","2,7",,,16.0,87.0,100.0,"0,77",7.274999999999999,9.75,321.0,,,,299.15,298.45,298.54999999999995,"0,302","0,29","0,245",,460.0,,333.0,"141,3","1266,4",1.0,,3.403221675690406,3.01770326626209,0.17653156473748055,3.62944110179105,2175.422764196076,2032.0593847740265,8.120352422165592,387.9526492268341,2.758986368104739,-4.108291346295664,1.0880034511034888,0.014617709480853329,1490.6352268562168,-63.40534490430385,5.674203846712759,0.7240543318823056,12657.734559628483,4.07370112223627e-05,31.202958264865224,1.0079
8193,,298.85,,,"30,8",0,0.9866,,25.0,6.0,94.0,,,3.9,198.0,196.0,"15,8",299.15,297.54999999999995,298.04999999999995,298.04999999999995,"0,305","0,32",,"0,318",461.0,,91.0,,"714,5",1.0,60.0,1.7433749613348344,4.1530497009028755,0.26773046501134956,3.9282210731411706,2192.9625062881414,2043.1313704075683,,404.8278226957958,2.716984014971502,0.6246418922646004,0.7967454970865347,0.02043809451318876,1500.9621420013084,-64.07561573282412,3.94950915604032,0.4908542241379089,13357.19713987045,1.3452555177073678e-05,66.16117491861908,1.0105
11298,2023-04-16 17:00:00,298.95,14.2,"23,2","30,5",,0.9847,100.0,100.0,21.0,100.0,,5.025,7.800000000000001,,250.0,"15,8",300.65,299.85,298.45,298.35,"0,239","0,251",,"0,291",88.0,7.0,81.0,"26,7",357,1.0,0.0,2.4259411060660216,3.8669266881952176,0.2425078235779648,4.623527076148232,2218.174898958408,2012.4518054977457,8.025803024625024,415.2087811825273,2.5525483610190527,4.41564942078465,,0.016553370158306276,1515.4864309999534,-61.388991419095454,4.3820230080859846,0.5205205078771138,485.90046370433504,0.0002071987704222646,12.229442370737186,1.0086
17903,2024-01-16 22:00:00,298.15,15.1,22,,0.0,0.9864,35.0,3.0,4.0,,"0,52",,14.85,331.0,323.0,"20,2",,300.45,299.54999999999995,299.45,"0,22","0,225","0,287","0,249",0.0,0.0,,,0,,0.0,3.56290424446023,5.793153608720463,0.37571832901383023,5.620147465612837,2160.5230112028244,2024.5097232999417,,396.3900425735783,2.9100258266826122,3.8725090383731278,1.1669769004231674,0.026806539692878505,1504.2812023767992,,6.606005494224877,0.7596841543129421,9868959.51276871,,37.50521317983664,1.0104
12410,2023-06-02 01:00:00,297.85,14.8,"21,8","29,1",0,,52.0,20.0,6.0,100.0,"0,5",,3.6,,103.0,"5,4",,,298.85,298.65,"0,074","0,092","0,152","0,267",0.0,0.0,0.0,0,0,0.0,,1.0895488741524681,5.284032425569883,0.31946041433805517,,,2044.717499582252,8.096859663341993,395.41232070229455,2.627905528111275,5.226757696892123,1.7205146679120182,0.04067430533843762,1508.01172583673,-67.73074368509296,2.3867135052088027,0.3376274501805208,,,25.091897651991545,1.0122
16569,2023-11-22 08:00:00,299.54999999999995,15.400000000000002,"23,2","31,1","0,1",0.9879,67.0,41.0,,100.0,"0,61",4.725,5.550000000000001,167.0,166.0,"17,3",299.15,298.75,,299.25,"0,248","0,213",,,,185.0,194.0,"349,5","742,1",1.0,60.0,1.081869906319786,6.499104988614451,0.4102626342330865,5.650775212966323,2201.3633448633386,2029.7827578569027,8.041431483349713,,2.7134574705748076,-12.04868227878131,0.7476717144713536,0.0009991685389269865,1489.2515177797932,,3.575237527221796,0.41541481899145366,3311.9940262318532,0.00014861050838660948,67.30588324276718,1.0118
15239,2023-09-27 22:00:00,296.04999999999995,12.7,"21,4","26,8",,0.9901,100.0,,0.0,,"0,24",,5.175000000000001,275.0,264.0,"8,3",,300.15,298.75,298.15,,,,"0,226",0.0,0.0,0.0,0,0,0.0,,0.3854641625085929,5.618346072539664,0.3547203562642362,5.428804987335324,2182.095516589036,2078.497958659049,,377.0338842700944,2.856708454345692,5.313354726753693,0.1,0.011941763575739877,1484.097867919208,-75.91720448152395,2.383121231287001,0.24689012835987958,40323.15544861825,0.00011928519653182549,88.03071713584042,1.0143
39,2022-01-02 14:00:00,,15.7,"23,1",31,,0.9854,100.0,87.0,71.0,100.0,"0,68",9.75,12.525,246.0,,,,299.15,298.54999999999995,298.54999999999995,"0,26","0,266","0,252","0,321",667.0,390.0,277.0,"451,4","1222,1",1.0,60.0,3.411833998974477,2.989285662147343,0.1982803144171878,,2212.890854687646,,,,,,,0.014782616225397052,1501.216975961407,-63.569275156059184,6.45224123690388,,38744.90546073378,0.00011795264388774068,47.8482395937148,1.0092
3614,2022-05-31 13:00:00,302.35,19.0,,"34,7",,,45.0,11.0,41.0,34.0,"1,21",,7.199999999999999,214.0,,,302.95,298.85,298.65,,"0,248","0,262","0,261","0,296",737.0,608.0,129.0,"722,4","1120,2",1.0,60.0,1.4485047964089752,5.356432515499697,0.3602945732163179,5.15507444179922,2230.2165426447377,,7.885803422753461,453.19141326050436,2.2437437804370877,4.525802058878239,1.404765080640215,0.012790726970966037,,-70.34102845041724,2.6940488233607907,0.35161002223628607,73.65321129788589,2.7600526121123793e-05,31.82652711796002,1.0076
1456,2022-03-02 15:00:00,,14.5,,"29,3",,0.9839,100.0,100.0,,100.0,"0,49",,14.85,277.0,280.0,"30,2",300.15,298.95,298.45,298.54999999999995,"0,319","0,284","0,293",,340.0,109.0,231.0,"141,7","1072,1",1.0,40.828833333333336,3.149396381183559,3.9225201864962695,0.26040074182600664,4.412497254714088,2170.079765344709,,,,,8.765107613806302,1.91872940761193,0.002871738319238739,1504.3922995960897,-66.24438982745028,5.457203432020107,0.7037875152755023,28711.513966900024,5.8587697874236725e-05,10.171770911232018,1.0077
7746,2022-11-19 17:00:00,298.75,14.2,,"29,9",,0.9822,,54.0,10.0,100.0,,6.525,11.475,225.0,229.0,"20,2",299.75,299.15,298.15,298.04999999999995,"0,309","0,328","0,335","0,332",92.0,,89.0,"11,5",,1.0,0.0,0.775492594695861,5.147258377574031,0.3129020835795304,5.312993050582101,2198.8612726090896,2052.457679325444,,426.78055395633714,2.39511376507002,-12.919335183854445,0.3895191947266001,0.017326085033751742,,-71.5080481531703,1.988304945822499,0.25805826359545164,10714.13315086013,0.00010818322468136515,79.83073204401528,1.006
15958,2023-10-27 21:00:00,,12.1,"22,7","28,8",,0.9898,9.0,9.0,1.0,0.0,,2.55,,238.0,217.0,"4,3",299.95,,300.25,298.85,"0,153","0,075","0,115","0,215",0.0,0.0,0.0,0,0,0.0,0.0,0.5173564277653403,5.57285491854951,,,2194.741161004058,,,,,-9.622636871638333,0.1,0.07768997531045725,1510.5975965353853,-74.56222196348546,1.3211010775799001,0.22797792923286778,59558.099640725966,0.00013434372140642173,82.56272414654431,1.0139
18920,2024-02-28 07:00:00,298.04999999999995,13.6,"22,7","29,8",0.0,0.9861,33.0,,6.0,,"0,38",,3.675,,324.0,,,298.45,299.45,299.25,"0,265",,,"0,306",123.0,73.0,50.0,"380,6","256,7",1.0,56.3085,3.6743332568418916,3.356881200411935,,3.856421103912472,2207.922866277921,2033.3220191057185,8.073429370969187,416.1077447685439,2.651024776610233,-0.9010366306605271,2.149315196118217,0.00979031354439733,1497.357448335076,,7.03539807628656,,13064.767865473492,0.00013245194432089932,13.264709017282474,1.0101
5275,2022-08-08 18:00:00,,15.1,"20,7","27,3","0,2",0.9862,,,1.0,22.0,"0,52",,10.725,176.0,170.0,,298.45,,298.04999999999995,,"0,202",,"0,176","0,27",,6.0,10.0,55,"87,3",,0.0,0.01,6.997328310690999,0.4286826277361492,6.894151244703863,2219.0732254124205,,,,,3.8074869646044824,0.5752543811051224,,1496.9697770183895,-87.15387083529974,1.470463738982711,0.15810482534382025,2282.889974989591,7.429087218871744e-05,75.03526984927376,1.0103
2895,2022-05-01 14:00:00,301.45,16.3,"24,4","33,7","0,3",0.9836,100.0,,29.0,,"0,8",5.25,6.375,145.0,,"22,3",303.15,299.65,,298.54999999999995,"0,268","0,282","0,305","0,304",,,,"439,7","1082,3",1.0,60.0,2.0878894907666616,4.711696643404005,0.29126595067610017,4.840574422166438,2222.2542117892203,2013.2838653725196,7.934213423463721,423.5657453996554,2.290199185011698,1.7874489518206507,1.8375289278130333,0.02665491233104815,1506.2597299106606,-68.3766377976231,3.724732635474093,0.455005278160423,1139.974051258853,0.0001157428751263909,17.96678532337912,1.0072
5047,2022-07-30 06:00:00,,,,"24,9",0,0.9867,100.0,99.0,0.0,98.0,"0,15",2.325,0.6000000000000001,,27.0,"3,6",,297.54999999999995,297.95,298.15,"0,148",,"0,195","0,275",0.0,0.0,0.0,0,"2,9",1.0,0.0,0.01,6.566264234861055,0.41874638520853036,6.8065794143772065,2201.839583963938,,,,,8.647565492973527,0.1,0.014357322469010787,1499.1902227930134,,0.5167743189603675,0.12534783578362718,12.15002777579253,6.766494953193635e-05,73.88269288152063,1.011
12623,,,,"20,4","25,7",0,0.9881,44.0,47.0,2.0,0.0,"0,27",2.7,4.050000000000001,37.0,,,297.35,299.15,,298.65,,"0,16","0,134","0,261",0.0,0.0,0.0,0,0,,0.0,1.3183906390966624,4.393082092200046,0.26949439009513765,4.833819748106706,2182.6004210893484,,,,,4.802946870951764,0.9593467277933708,0.020909882172761938,1504.9697787698133,,3.5697024965517397,,4283.665146178414,4.263253649578812e-05,31.821657554770912,1.0123
21256,2024-06-04 15:00:00,302.65,20.5,"22,2","33,3",0.0,0.9873,,8.0,9.0,95.0,"1,44",,7.949999999999999,,170.0,,302.75,299.54999999999995,299.15,299.35,,,"0,252","0,284",546.0,453.0,93.0,"738,6","815,2",1.0,60.0,1.1366540269419247,5.017503054726924,0.2873068465590035,4.445331547568843,2203.446597101788,2012.4243868928907,7.900589091267988,437.18492353677857,2.3567201441475447,12.920784747780809,1.4003364945116772,,1519.4712336363873,-67.85318727329785,2.3728446805773324,,35.644695767891726,3.852021511973839e-05,26.218374816399866,1.0109
